title;dir;price;Size;rooms;bathrooms;parking
Apartamento en Venta;El Poblado - Medellín;1.350.000.000;207;3;5;2
Apartamento en Venta;El Poblado - Medellín;1.150.000.000;247;4;3;3
Casa en Venta;El Poblado - Medellín;1.100.000.000;189;3;5;2
Apartamento en Venta;El Poblado - Medellín;1.550.000.000;278;3;5;2
Apartamento en Venta;El Poblado - Medellín;410.000.000;90;3;2;1
Apartamento en Venta;El Poblado - Medellín;1.450.000.000;263;3;5;3
Apartamento en Venta;El Poblado - Medellín;480.000.000;53;2;1;1
Apartamento en Venta;El Poblado - Medellín;640.000.000;83;2;3;1
Casa en Venta;El Poblado - Medellín;2.200.000.000;400;4;6;5
Apartamento en Venta;El Poblado - Medellín;280.000.000;68;3;2;1
Apartamento en Venta;El Poblado - Medellín;280.000.000;27;1;1;
Apartamento en Venta;El Poblado - Medellín;740.000.000;128;3;3;2
Oficina en Venta;El Poblado - Medellín;430.000.000;45;1;;
Apartamento en Venta;El Poblado - Medellín;385.000.000;69;2;2;1
Casa en Venta;El Poblado - Medellín;860.000.000;216;4;4;2
Oficina en Venta;El Poblado - Medellín;215.000.000;30;5;1;1
Apartamento en Venta;El Poblado - Medellín;460.000.000;81;2;4;1
Apartamento en Venta;El Poblado - Medellín;300.000.000;96;4;3;1
Apartamento en Venta;El Poblado - Medellín;775.000.000;222;3;3;2
Apartamento en Venta;El Poblado - Medellín;950.000.000;196;4;5;
Apartamento en Venta;El Poblado - Medellín;950.000.000;250;4;5;3
Casa en Venta;El Poblado - Medellín;1.900.000.000;709;5;5;2
Apartaestudio en Venta;El Poblado - Medellín;950.000.000;196;4;5;
Casa en Venta;El Poblado - Medellín;760.000.000;236;4;4;2
Apartamento en Venta;El Poblado - Medellín;810.000.000;109;2;3;2
Apartamento en Venta;El Poblado - Medellín;650.000.000;87;2;2;1
Apartamento en Venta;El Poblado - Medellín;750.000.000;172;4;4;2
Apartamento en Venta;El Poblado - Medellín;385.000.000;75;3;2;2
Apartamento en Venta;El Poblado - Medellín;795.000.000;136;2;2;
Apartamento en Venta;El Poblado - Medellín;1.560.000.000;367;4;6;3
Apartamento en Venta;El Poblado - Medellín;660.000.000;108;2;3;2
Apartamento en Venta;El Poblado - Medellín;1.200.000.000;203;3;5;3
Apartamento en Venta;El Poblado - Medellín;820.000.000;130;4;5; 
Apartamento en Venta;El Poblado - Medellín;650.000.000;146;4;6; 
Apartamento en Venta;El Poblado - Medellín;658.000.000;114;4;3;2
Apartamento en Venta;El Poblado - Medellín;2.600.000.000;387;3;5;4
Apartamento en Venta;El Poblado - Medellín;2.200.000;95;3;2;1
Apartamento en Venta;El Poblado - Medellín;288.000.000;57;2;2;1
Apartamento en Venta;El Poblado - Medellín;370.000.000;105;4;3;1
Apartamento en Venta;El Poblado - Medellín;1.150.000.000;246;4;4;3
Apartamento en Venta;El Poblado - Medellín;590.000.000;108;3;3;2
Apartamento en Venta;El Poblado - Medellín;580.000.000;138;3;3;1
Apartamento en Venta;El Poblado - Medellín;765.000.000;134;3;3;2
Casa en Venta;El Poblado - Medellín;1.050.000.000;249;3;3;
Apartamento en Venta;El Poblado - Medellín;790.000.000;143;3;3;2
Apartamento en Venta;El Poblado - Medellín;890.000.000;195;3;3;
Oficina en Venta;El Poblado - Medellín;2.650.000.000;625; ;5;6
Apartamento en Venta;El Poblado - Medellín;580.000.000;175;5;4;2
Apartamento en Venta;El Poblado - Medellín;1.000.000.000;143;4;4;
Casa en Venta;El Poblado - Medellín;1.300.000.000;470;5;5;4
Apartamento en Venta;El Poblado - Medellín;690.000.000;160;3;5;2
Apartamento en Venta;El Poblado - Medellín;1.000.000.000;284;4;4;4
Apartamento en Venta;El Poblado - Medellín;729.000.000;161;3;2;2
Apartamento en Venta;El Poblado - Medellín;415.000.000;87;3;3;
Apartamento en Venta;El Poblado - Medellín;1.200.000.000;172;3;4;1
Apartamento en Venta;El Poblado - Medellín;800.000.000;240;4;5;3
Casa en Venta;El Poblado - Medellín;2.200.000.000;400;4;6;5
Apartamento en Venta;El Poblado - Medellín;870.000.000;253;3;5;3
Apartamento en Venta;El Poblado - Medellín;950.000.000;280;3;5;2
Apartamento en Venta;El Poblado - Medellín;1.500.000.000;175;2;2;2
Apartamento en Venta;El Poblado - Medellín;1.400.000.000;302;4;6;3
Apartamento en Venta;El Poblado - Medellín;2.300.000.000;340;3;4;3
Casa en Venta;El Poblado - Medellín;2.700.000.000;498;4;6;4
Apartamento en Venta;El Poblado - Medellín;1.400.000.000;175;2;2;2
Casa en Venta;El Poblado - Medellín;5.000.000.000;700;5;5;3
Apartamento en Venta;El Poblado - Medellín;1.500.000.000;192;3;3;3
Apartamento en Venta;El Poblado - Medellín;1.800.000.000;277;3;5;4
Casa en Venta;El Poblado - Medellín;2.700.000.000;500;4;4;4
Casa en Venta;El Poblado - Medellín;1.600.000.000;255;4;5;4
Casa en Venta;El Poblado - Medellín;2.500.000.000;463;5;6;3
Apartamento en Venta;El Poblado - Medellín;1.490.000.000;198;3;5;3
Casa en Venta;El Poblado - Medellín;2.700.000.000;498;4;6;4
Apartamento en Venta;El Poblado - Medellín;2.300.000.000;416;4;4;4
Casa en Venta;El Poblado - Medellín;3.600.000.000;1.264;4;6;10
Casa en Venta;El Poblado - Medellín;1.600.000.000;255;4;5;4
Apartamento en Venta;El Poblado - Medellín;750.000.000;184;4;4;2
Apartamento en Venta;El Poblado - Medellín;1.450.000.000;220;4;4;2
Apartamento en Venta;El Poblado - Medellín;1.500.000.000;220;3;5;3
Apartamento en Venta;El Poblado - Medellín;5.500.000.000;1.100;5;7;4
Apartamento en Venta;El Poblado - Medellín;2.000.000.000;205;2;2;2
Apartamento en Venta;El Poblado - Medellín;1.490.000.000;454;5;7;3
Apartamento en Venta;El Poblado - Medellín;590.000.000;137;3;4;
Apartamento en Venta;El Poblado - Medellín;650.000.000;156;3;4;2
Apartaestudio en Venta;El Poblado - Medellín;300.000.000;62;1;2;1
Apartamento en Venta;El Poblado - Medellín;950.000.000;151;3;4;2
Apartamento en Venta;El Poblado - Medellín;940.000.000;95;2;3;2
Apartamento en Venta;El Poblado - Medellín;820.000.000;133;3;2;2
Apartamento en Venta;El Poblado - Medellín;550.000.000;150;3;3;2
Apartamento en Venta;El Poblado - Medellín;585.000.000;122;3;2;2
Apartamento en Venta;El Poblado - Medellín;495.000.000;120;4;2;1
Apartamento en Venta;El Poblado - Medellín;850.000.000;167;4;5;2
Apartamento en Venta;El Poblado - Medellín;550.000.000;167;3;4;2
Apartamento en Venta;El Poblado - Medellín;325.000.000;55;3;2;1
Apartamento en Venta;El Poblado - Medellín;1.490.000.000;454;5;7;3
Casa en Venta;El Poblado - Medellín;1.350.000.000;630;5;4;1
Apartamento en Venta;El Poblado - Medellín;740.000.000;118;2;3;2
Apartamento en Venta;El Poblado - Medellín;950.000.000;196;4;5;2
Apartamento en Venta;El Poblado - Medellín;415.000.000;76;3;3;1
Casa en Venta;El Poblado - Medellín;860.000.000;215;4;4;2
Apartamento en Venta;El Poblado - Medellín;440.000.000;116;3;3;
Casa en Venta;El Poblado - Medellín;1.200.000.000;375;5;6;2
Apartamento en Venta;El Poblado - Medellín;380.000.000;80;3;2;2
Apartamento en Venta;El Poblado - Medellín;350.000.000;97;3;3;1
Apartamento en Venta;El Poblado - Medellín;900.000.000;270;4;4;1
Apartamento en Venta;El Poblado - Medellín;800.000.000;268;3;3;2
Casa Campestre en Venta;El Poblado - Medellín;4.000.000.000;800;6;4;4
Apartamento en Venta;El Poblado - Medellín;540.000.000;118;3;2;1
Apartamento en Venta;El Poblado - Medellín;365.000.000;6.452;2;2;
Apartamento en Venta;El Poblado - Medellín;560.000.000;128;2;3;
Casa en Venta;El Poblado - Medellín;939.900.000;257;5;4;2
Apartamento en Venta;El Poblado - Medellín;300.000.000;52;2;2;1
Casa en Venta;El Poblado - Medellín;860.000.000;216;4;5;2
Apartamento en Venta;El Poblado - Medellín;534.900.000;94;2;2;2
Apartamento en Venta;El Poblado - Medellín;765.000.000;208;3;3;1
Apartamento en Venta;El Poblado - Medellín;453.000.000;82;3;2;1
Apartamento en Venta;El Poblado - Medellín;655.000.000;111;3;3;2
Casa en Venta;El Poblado - Medellín;1.500.000.000;375;5;5;2
Apartamento en Venta;El Poblado - Medellín;585.000.000;140;3;5;2
Apartamento en Venta;El Poblado - Medellín;300.000.000;53;2;2;1
Casa en Venta;El Poblado - Medellín;720.000.000;226;3;3;2
Apartamento en Venta;El Poblado - Medellín;430.000.000;88;3;2;1
Apartamento en Venta;El Poblado - Medellín;380.000.000;84;3;2;1
Apartamento en Venta;El Poblado - Medellín;950.000.000;270;3;3;
Apartamento en Venta;El Poblado - Medellín;395.000.000;86;3;2;1
Apartamento en Venta;El Poblado - Medellín;388.000.000;70;2;3;
Casa en Venta;El Poblado - Medellín;760.000.000;236;4;5;2
Apartamento en Venta;El Poblado - Medellín;545.000.000;93;3;2;1
Apartamento en Venta;El Poblado - Medellín;680.000.000;157;3;3;2
Apartamento en Venta;El Poblado - Medellín;470.000.000;113;4;3;2
Apartamento en Venta;El Poblado - Medellín;700.000.000;98;2;2; 
Casa en Venta;El Poblado - Medellín;1.250.000.000;334;4;6;4
Apartamento en Venta;El Poblado - Medellín;480.000.000;99;3;3;1
Apartamento en Venta;El Poblado - Medellín;498.000.000;90;3;3;2
Apartamento en Venta;El Poblado - Medellín;928.000.000;129;2;3;2
Apartamento en Venta;El Poblado - Medellín;370.000.000;93;3;3;1
Apartamento en Venta;El Poblado - Medellín;630.000.000;90;2;2;2
Apartamento en Venta;El Poblado - Medellín;700.000.000;169;3;4;2
Apartamento en Venta;El Poblado - Medellín;1.250.000.000;300;4;5;3
Apartamento en Venta;El Poblado - Medellín;460.000.000;77;2;2;
Apartamento en Venta;El Poblado - Medellín;1.170.000.000;180;3;4;2
Apartamento en Venta;El Poblado - Medellín;1.160.000.000;237;4;5;3
Apartamento en Venta;El Poblado - Medellín;1.350.000.000;317;3;4;3
Apartamento en Venta;El Poblado - Medellín;680.000.000;171;4;4;2
Apartamento en Venta;El Poblado - Medellín;453.000.000;81;3;2;1
Apartamento en Venta;El Poblado - Medellín;568.000.000;104;3;2;2
Apartamento en Venta;El Poblado - Medellín;805.000.000;149;3;4;2
Apartamento en Venta;El Poblado - Medellín;860.000.000;150; ;3;2
Apartamento en Venta;El Poblado - Medellín;430.000.000;79;3;2;2
Oficina en Venta;El Poblado - Medellín;421.000.000;34; ;1;1
Apartamento en Venta;El Poblado - Medellín;850.000.000;160;4;4;2
Casa en Venta;El Poblado - Medellín;7.500.000.000;970;7;6;6
Apartamento en Venta;El Poblado - Medellín;380.000.000;103;3;2;1
Casa en Venta;El Poblado - Medellín;2.200.000.000;400;4;6;5
Apartamento en Venta;El Poblado - Medellín;680.000.000;157;3;3;2
Apartamento en Venta;El Poblado - Medellín;470.000.000;113;4;3;2
Apartamento en Venta;El Poblado - Medellín;700.000.000;98;2; ; 
Casa en Venta;El Poblado - Medellín;1.250.000.000;334;4;6;4
Apartamento en Venta;El Poblado - Medellín;480.000.000;99;3;3;1
Apartamento en Venta;El Poblado - Medellín;498.000.000;90;3;3;2
Apartamento en Venta;El Poblado - Medellín;928.000.000;129;2;3;2
Apartamento en Venta;El Poblado - Medellín;370.000.000;93;3;3;1
Apartamento en Venta;El Poblado - Medellín;630.000.000;90;2;2;2
Apartamento en Venta;El Poblado - Medellín;700.000.000;169;3;4;2
Apartamento en Venta;El Poblado - Medellín;1.250.000.000;300;4;5;3
Apartamento en Venta;El Poblado - Medellín;460.000.000;77;2;2;
